gameid,genres
313340,"['Casual', 'Indie', 'RPG', 'Simulation']"
311770,"['Action', 'Adventure']"
1024010,"['Casual', 'Indie', 'Simulation', 'Sports']"
20550,"['Action', 'Strategy']"
393200,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
475490,"['Adventure', 'Indie', 'RPG', 'Simulation']"
366090,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']"
582660,[]
1238060,['Action']
493900,"['Simulation', 'Strategy']"
6850,['Action']
211400,"['Action', 'Adventure', 'Indie']"
418070,"['Casual', 'Indie']"
303290,['Adventure']
1132030,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
1455660,"['Indie', 'Simulation', 'Sports', 'Strategy']"
973000,"['Action', 'Adventure', 'Indie']"
437220,"['Action', 'Free To Play', 'Indie']"
1732190,['Adventure']
585710,"['Action', 'Indie']"
533120,[]
774461,"['Casual', 'Indie', 'Strategy']"
359550,"['Action', 'Free To Play']"
291550,"['Action', 'Indie', 'Free To Play']"
294860,"['Action', 'RPG', 'Strategy']"
360,['Action']
1096530,"['Adventure', 'RPG', 'Strategy']"
758370,"['Indie', 'Strategy']"
1007810,"['Adventure', 'Indie', 'RPG']"
1455840,"['Casual', 'Indie', 'Simulation', 'Strategy']"
370240,['Sports']
843380,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Free To Play']"
712050,"['Adventure', 'Casual', 'Indie']"
322500,"['Action', 'Indie']"
439190,"['Action', 'Adventure', 'Indie', 'RPG']"
21780,['Racing']
1049320,['Action']
21000,"['Action', 'Adventure']"
32470,['Strategy']
250180,['Action']
1259790,"['Action', 'Casual']"
1325200,"['Action', 'RPG']"
701160,"['Adventure', 'Indie', 'Simulation', 'Strategy']"
364360,"['Action', 'Strategy']"
1115690,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
362350,"['Casual', 'Indie', 'Strategy']"
988980,"['Action', 'Casual', 'Indie', 'Strategy']"
616720,"['Animation & Modeling', 'Utilities']"
466860,"['Indie', 'RPG', 'Simulation', 'Strategy']"
814380,"['Action', 'Adventure']"
1335790,"['Adventure', 'Casual']"
32360,['Adventure']
581320,['Action']
1267910,"['Adventure', 'Casual', 'Indie', 'RPG']"
356040,"['Indie', 'RPG', 'Strategy']"
1157340,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer']"
420,['Action']
645630,"['Racing', 'Simulation']"
460790,"['Action', 'Adventure']"
323670,"['Action', 'Indie', 'Racing', 'Sports', 'Early Access']"
17430,"['Action', 'Racing']"
2620,['Action']
23310,['RPG']
1282690,"['Action', 'Adventure', 'Strategy']"
204060,"['Adventure', 'Indie']"
1510,"['Indie', 'Strategy']"
448290,"['Action', 'Adventure', 'Indie']"
372000,"['Massively Multiplayer', 'RPG', 'Free To Play']"
281920,"['Action', 'Adventure', 'Indie']"
1345740,"['Adventure', 'Casual', 'Simulation']"
606500,"['Action', 'Adventure', 'Indie', 'RPG']"
1331440,[]
1254370,"['Adventure', 'Indie']"
669950,"['Action', 'Adventure', 'Indie', 'RPG']"
622440,"['Simulation', 'Strategy']"
504230,"['Action', 'Adventure', 'Indie']"
246420,['Strategy']
33220,['Action']
472870,['Adventure']
314410,"['Action', 'Adventure', 'Indie', 'RPG']"
292060,['Action']
589530,['Adventure']
80,['Action']
410210,"['Indie', 'Racing']"
250520,"['Indie', 'RPG']"
766370,"['Action', 'RPG', 'Early Access']"
453090,"['Casual', 'Indie', 'Simulation', 'Strategy']"
464920,"['Simulation', 'Strategy']"
1369370,"['Simulation', 'Strategy']"
259640,"['Action', 'Adventure', 'Indie']"
440900,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
417880,"['Adventure', 'Casual', 'Indie']"
48190,"['Action', 'Adventure']"
598700,"['Action', 'Adventure', 'Indie', 'RPG']"
298050,['Strategy']
963000,"['Adventure', 'Casual', 'Indie']"
57900,['Action']
1049280,"['Adventure', 'Casual', 'Indie']"
549260,"['Adventure', 'Indie']"
1042550,['RPG']
222480,"['Action', 'Adventure']"
317320,"['Adventure', 'Indie']"
979120,"['Casual', 'Indie', 'Simulation']"
269950,['Simulation']
327030,"['Action', 'Strategy']"
434030,"['Action', 'Indie', 'Racing', 'Simulation']"
1003890,['Adventure']
39190,['RPG']
469610,"['Adventure', 'Indie', 'Simulation']"
1716120,[]
915310,"['Action', 'Casual', 'Indie']"
304410,"['Casual', 'Indie', 'Strategy']"
214250,"['Action', 'Adventure']"
681280,"['Action', 'Racing', 'Sports']"
22320,['RPG']
1105590,"['Action', 'Adventure', 'Indie']"
1178220,['Strategy']
1369670,"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']"
619150,"['Indie', 'Simulation']"
429610,"['Adventure', 'Casual']"
1608290,"['Adventure', 'Indie', 'RPG', 'Simulation']"
1440500,"['Action', 'Indie']"
421120,"['Adventure', 'Casual', 'Indie']"
572890,"['Action', 'Adventure', 'Casual', 'Indie']"
501080,['Simulation']
595690,"['Indie', 'Massively Multiplayer', 'Simulation']"
460430,"['Adventure', 'Indie', 'RPG']"
636150,"['Action', 'Adventure', 'Casual', 'Indie']"
417290,"['Action', 'Adventure', 'Indie', 'RPG']"
418650,['Action']
1347430,[]
252630,"['Action', 'Adventure', 'Indie', 'RPG']"
235800,['Indie']
1570020,"['Action', 'Adventure', 'RPG']"
236850,"['Simulation', 'Strategy']"
495890,"['Casual', 'Indie']"
370910,"['Adventure', 'Indie']"
1097420,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
243040,['Simulation']
1029550,['Racing']
731490,['Action']
428370,"['Adventure', 'Indie']"
513290,"['Adventure', 'Indie']"
546080,"['Adventure', 'Casual', 'Indie', 'RPG']"
219780,['RPG']
334310,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
334230,"['Action', 'Casual', 'RPG', 'Strategy']"
594650,['Action']
384490,"['Action', 'Adventure', 'Indie']"
1104330,"['Indie', 'Simulation', 'Strategy']"
427520,"['Casual', 'Indie', 'Simulation', 'Strategy']"
908520,"['Indie', 'Utilities']"
310510,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
1175880,"['Action', 'Simulation', 'Strategy']"
568570,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
298900,"['Action', 'Adventure']"
7520,['RPG']
736260,['Indie']
385800,"['Casual', 'Indie']"
362890,"['Action', 'Adventure', 'Indie']"
1092660,"['Adventure', 'Indie']"
623280,"['Action', 'RPG']"
1139890,"['Casual', 'Indie', 'Simulation', 'Strategy']"
1040420,"['Action', 'Adventure', 'Indie', 'RPG']"
1618230,"['Casual', 'Simulation']"
702120,['Action']
383180,['Action']
339230,"['Action', 'Adventure']"
1108320,"['Adventure', 'Indie']"
226700,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']"
253330,"['Action', 'Adventure', 'Indie']"
105600,"['Action', 'Adventure', 'Indie', 'RPG']"
1058650,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']"
435120,"['Adventure', 'Indie']"
1016120,"['Simulation', 'Sports']"
292730,"['Action', 'Adventure']"
418370,"['Action', 'Adventure']"
1664670,['Strategy']
575550,"['Adventure', 'Indie', 'RPG', 'Strategy']"
279160,"['Action', 'Adventure']"
376520,"['Adventure', 'Indie']"
661790,"['Action', 'Adventure', 'Indie']"
239350,[]
600990,[]
617160,[]
390340,[]
202970,['Action']
992910,"['Action', 'Adventure', 'Indie', 'RPG']"
205650,['Adventure']
418460,"['Action', 'Massively Multiplayer', 'Simulation', 'Strategy']"
1550710,"['Action', 'Early Access']"
485510,"['Action', 'RPG']"
814370,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
1168470,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
541300,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']"
274520,"['Action', 'Adventure', 'Indie', 'RPG']"
234190,"['Action', 'Indie', 'Simulation']"
275100,"['Adventure', 'Casual', 'Indie']"
1181830,"['RPG', 'Strategy']"
1489630,"['Action', 'Adventure', 'Simulation', 'Strategy']"
1122720,"['Action', 'Casual']"
1167450,['Action']
2610,['Action']
211740,"['Action', 'Simulation']"
1056600,"['Action', 'Indie', 'Strategy', 'Early Access']"
1029630,"['Simulation', 'Strategy']"
719590,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
403120,"['Adventure', 'Casual', 'Simulation']"
738540,['RPG']
262000,['Adventure']
16730,['Action']
899440,['Action']
886960,"['Action', 'Adventure', 'Indie', 'RPG']"
211500,"['Racing', 'Simulation', 'Sports', 'Free To Play']"
753640,"['Action', 'Adventure']"
201510,['Racing']
589360,"['Adventure', 'RPG']"
265930,"['Casual', 'Indie', 'Simulation']"
232750,"['Action', 'RPG']"
39800,"['Action', 'Indie']"
841370,"['Simulation', 'Sports']"
1055430,"['Action', 'Adventure', 'Casual', 'RPG', 'Strategy']"
415610,['Adventure']
494150,"['Action', 'Sports']"
361300,"['Action', 'Indie']"
13600,"['Action', 'Adventure']"
1114220,['RPG']
294810,['Action']
233840,['Strategy']
1194630,['Adventure']
1139900,['Action']
422420,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
574720,"['Simulation', 'Strategy']"
32670,['Action']
957790,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation']"
253920,"['RPG', 'Strategy']"
703860,"['Action', 'Casual', 'Racing', 'Simulation', 'Sports']"
594330,"['Action', 'Adventure', 'Indie', 'Simulation']"
4920,"['Action', 'Indie', 'Strategy']"
560370,"['Violent', 'Action', 'Simulation']"
245390,['Adventure']
2590,['Action']
385240,['Simulation']
282400,"['Simulation', 'Strategy']"
601840,['Indie']
45700,"['Action', 'Adventure']"
31290,['Adventure']
820900,"['Adventure', 'Indie']"
541210,"['Indie', 'Simulation', 'Strategy']"
2710,['Action']
1106080,"['Indie', 'RPG']"
308420,"['Action', 'Indie', 'RPG']"
1601680,"['Adventure', 'RPG', 'Simulation']"
351490,"['Casual', 'Indie']"
773670,"['Casual', 'Indie']"
1293820,['Adventure']
1559390,['RPG']
327090,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
386260,"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
690640,"['Action', 'Adventure', 'Indie']"
1574580,"['Adventure', 'Indie', 'Simulation']"
436560,['RPG']
475190,"['Adventure', 'Indie']"
217140,['Action']
1736550,"['Action', 'Adventure', 'Indie', 'RPG']"
6420,"['Indie', 'Simulation', 'Strategy']"
461430,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
327890,"['Action', 'Adventure', 'Indie', 'Simulation']"
464340,['Adventure']
503300,"['Adventure', 'Indie', 'Simulation']"
490490,['Action']
275200,"['Action', 'Adventure', 'Indie']"
556480,['Sports']
1128920,"['Action', 'Adventure', 'RPG', 'Simulation']"
1361320,['Adventure']
960910,"['Action', 'Adventure']"
613730,"['Action', 'Adventure', 'Casual', 'Simulation']"
383790,"['Action', 'Indie']"
244850,"['Action', 'Indie', 'Simulation', 'Strategy']"
1263850,"['Simulation', 'Sports']"
384190,"['Adventure', 'Casual', 'Indie', 'Simulation']"
413410,['Adventure']
289130,"['RPG', 'Strategy']"
821790,"['Adventure', 'Indie', 'Simulation']"
704450,['RPG']
1297300,"['Action', 'Adventure', 'Indie']"
1054490,"['Indie', 'Strategy']"
826600,"['Indie', 'RPG', 'Strategy']"
1203930,"['Indie', 'Simulation', 'Strategy']"
1546790,"['Casual', 'Indie']"
1621760,"['Action', 'Indie', 'RPG', 'Strategy']"
552700,['RPG']
632360,"['Action', 'Indie']"
973810,"['Action', 'Adventure']"
232890,"['Simulation', 'Strategy']"
1109160,"['Action', 'Indie', 'RPG', 'Early Access']"
384280,"['Action', 'Adventure', 'Indie']"
70600,['Strategy']
952860,"['Adventure', 'RPG', 'Strategy']"
928960,"['Action', 'Adventure']"
371660,"['Action', 'Adventure']"
232010,"['Indie', 'Simulation']"
249990,"['Action', 'Adventure', 'Indie', 'RPG']"
723090,[]
22200,"['Action', 'Indie']"
1234940,"['Casual', 'Indie', 'RPG', 'Strategy']"
327070,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
237930,"['Action', 'Indie', 'RPG']"
448780,"['Adventure', 'Casual', 'Indie']"
914010,"['Casual', 'Indie', 'Simulation']"
336240,"['Adventure', 'Indie']"
489380,"['Action', 'Casual', 'Indie', 'Simulation']"
1210320,"['Indie', 'Simulation']"
588030,"['Adventure', 'Indie', 'Simulation', 'Early Access']"
21090,['Action']
388210,['Adventure']
1106840,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
12470,['Strategy']
629910,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
1566390,['Action']
357300,['Indie']
774241,"['Action', 'Adventure', 'RPG']"
585690,"['Action', 'Adventure', 'Casual', 'Indie']"
343560,['Indie']
386880,"['Action', 'Adventure', 'Indie', 'Simulation']"
352520,"['Adventure', 'Casual', 'Indie']"
2990,['Racing']
227480,['Action']
38400,['RPG']
215160,['Adventure']
224600,"['Action', 'Free To Play', 'Massively Multiplayer', 'RPG']"
730,"['Action', 'Free To Play']"
55040,"['Indie', 'Strategy']"
1261040,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
632350,['RPG']
252950,"['Action', 'Indie', 'Racing', 'Sports']"
1487390,['Action']
897730,"['Adventure', 'Indie', 'Simulation']"
41070,"['Action', 'Indie']"
1361110,['Indie']
209370,['Indie']
310790,['Action']
20530,['Action']
400910,"['Action', 'Adventure', 'Casual', 'Indie']"
1284820,"['Casual', 'Indie', 'Simulation']"
537800,"['Simulation', 'Strategy']"
239070,"['Action', 'Adventure', 'Indie', 'RPG']"
1157390,"['RPG', 'Strategy']"
768450,"['Adventure', 'Simulation']"
393980,['Casual']
301640,['Action']
1296610,"['Casual', 'Indie', 'RPG', 'Strategy']"
228380,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']"
921570,['RPG']
1540220,['Casual']
1922560,"['Action', 'Casual', 'Strategy']"
1313860,"['Simulation', 'Sports']"
361420,"['Adventure', 'Indie']"
920680,"['Indie', 'Strategy']"
686260,"['Indie', 'Simulation', 'Strategy']"
698540,"['Indie', 'Strategy']"
200510,['Strategy']
394970,"['Action', 'Indie']"
882100,['Strategy']
480490,"['Action', 'Adventure']"
1149620,"['Casual', 'Indie', 'Simulation']"
298480,"['Action', 'Simulation', 'Strategy']"
265590,['Strategy']
201870,"['Action', 'Adventure']"
412830,['Adventure']
1930,['RPG']
1357860,"['RPG', 'Simulation', 'Strategy']"
1349830,"['Action', 'Adventure', 'Indie', 'RPG', 'Free To Play']"
892970,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
307690,"['Action', 'Adventure', 'Racing']"
534550,"['Action', 'Adventure', 'Indie']"
258910,['RPG']
322910,"['Action', 'Indie', 'Strategy']"
256330,['Racing']
571880,"['Adventure', 'Indie', 'RPG', 'Simulation']"
745960,"['Adventure', 'Casual', 'Simulation']"
555950,['Action']
579180,"['Action', 'RPG']"
1069660,"['Indie', 'RPG', 'Simulation', 'Strategy']"
239030,"['Adventure', 'Indie']"
619700,"['Action', 'Racing']"
399820,"['Action', 'Indie', 'Sports']"
907270,"['Casual', 'Indie', 'Simulation', 'Strategy']"
7760,[]
329860,"['Action', 'Casual', 'Indie', 'Simulation']"
1465360,"['Adventure', 'Simulation']"
1262540,"['Action', 'Adventure', 'Racing', 'Simulation']"
839770,"['RPG', 'Strategy']"
233230,"['Adventure', 'Indie']"
992300,"['Action', 'Adventure', 'Indie', 'RPG']"
311690,"['Action', 'Adventure', 'Indie']"
1203220,"['Action', 'Adventure', 'Massively Multiplayer']"
1150640,['Simulação']
501590,"['Action', 'Adventure']"
763890,[]
437530,[]
696370,[]
641320,[]
340050,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
535480,"['Action', 'Adventure', 'Indie']"
488550,"['Indie', 'Racing', 'Simulation']"
996470,['Sports']
391220,"['Action', 'Adventure']"
813630,"['Action', 'Adventure', 'Indie', 'RPG']"
39690,['RPG']
13230,['Action']
566440,"['Action', 'Strategy']"
1153640,"['Action', 'Adventure']"
606960,"['Action', 'Adventure', 'Indie', 'Simulation']"
6800,['Action']
1475810,['Action']
816020,['Action']
2300,['Action']
278810,"['Action', 'Adventure', 'Indie', 'Strategy']"
1009560,"['Casual', 'Indie', 'Simulation']"
47920,['Racing']
439340,"['Indie', 'Simulation', 'Strategy']"
674020,"['Action', 'Free To Play']"
1015500,"['Simulation', 'Sports']"
1158850,['Adventure']
78000,"['Casual', 'Strategy']"
404590,"['Action', 'RPG']"
269490,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
280180,"['Action', 'Adventure']"
383150,['Action']
203770,"['RPG', 'Simulation', 'Strategy', 'Free To Play']"
20570,['Strategy']
327220,"['Adventure', 'Indie']"
94590,"['Action', 'Adventure', 'Casual']"
968950,['Simulation']
1517960,"['Action', 'Casual', 'Indie']"
288120,"['Adventure', 'Indie', 'RPG', 'Strategy']"
600090,"['Action', 'Adventure', 'Indie']"
1227690,"['Action', 'Indie']"
1367590,"['Action', 'Adventure']"
616110,"['Adventure', 'Casual', 'Indie']"
1259420,"['Action', 'Adventure']"
933110,"['Free To Play', 'Strategy']"
422910,"['Indie', 'Simulation', 'Strategy']"
1720850,['Indie']
664000,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
739650,"['Action', 'Adventure', 'Indie']"
684450,"['Simulation', 'Strategy']"
860950,"['Action', 'Indie']"
40300,['RPG']
1426730,[]
858210,"['Action', 'Indie']"
976730,['Action']
759740,"['Racing', 'Simulation', 'Sports']"
574310,"['Adventure', 'Indie']"
1413870,"['Action', 'Adventure']"
773090,"['Adventure', 'Indie']"
352220,"['Adventure', 'RPG', 'Strategy']"
289620,"['Action', 'Adventure']"
501300,"['Adventure', 'Indie']"
474960,['Action']
24790,"['Action', 'Strategy']"
462680,"['Casual', 'Indie', 'Simulation', 'Strategy']"
227000,"['Adventure', 'Indie']"
1955330,"['Casual', 'Indie']"
1426450,['Strategy']
955060,['Indie']
221040,"['Action', 'Adventure']"
646500,"['Indie', 'Simulation', 'Strategy']"
824000,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
878750,"['Casual', 'Indie', 'RPG', 'Simulation']"
269190,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
577800,"['Simulation', 'Sports']"
376210,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']"
212630,['Action']
657240,"['Indie', 'Racing', 'Simulation']"
443860,['Racing']
421050,"['Adventure', 'Indie']"
323580,"['Action', 'Adventure', 'Indie']"
352720,"['Indie', 'Simulation', 'Strategy']"
314450,"['Action', 'Indie', 'Strategy']"
283160,"['Action', 'Indie', 'Simulation']"
208090,[]
6060,['Action']
1504020,"['Casual', 'RPG']"
677120,"['Action', 'Indie', 'RPG']"
108800,['Action']
244160,"['Simulation', 'Strategy']"
1255630,"['Simulation', 'Sports']"
1016790,"['Action', 'Adventure', 'Indie']"
414340,"['Action', 'Adventure', 'Indie']"
322970,"['Adventure', 'Indie']"
322110,"['Action', 'Indie']"
1430420,['Casual']
227220,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
1233550,"['Action', 'Sports']"
317820,"['Indie', 'RPG']"
250680,"['Action', 'Adventure', 'Indie', 'RPG']"
583270,['Indie']
497580,"['Adventure', 'Casual']"
595520,['RPG']
291450,"['Indie', 'RPG', 'Simulation', 'Strategy']"
761830,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
402710,"['Action', 'Adventure', 'Indie', 'RPG']"
1334700,"['Adventure', 'Indie', 'RPG']"
1256690,[]
1140570,"['Adventure', 'Indie', 'Simulation']"
377160,['RPG']
931000,"['Action', 'Adventure', 'Indie']"
322780,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access']"
540610,['Casual']
335920,"['Adventure', 'Indie']"
963930,"['Action', 'Casual', 'Indie', 'Simulation']"
873940,"['Indie', 'Strategy']"
892420,"['Casual', 'Indie', 'RPG', 'Simulation']"
707010,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play', 'Early Access']"
25000,"['Action', 'Indie']"
1809310,"['Indie', 'RPG', 'Strategy']"
628050,[]
7000,"['动作', '冒险']"
939850,['Adventure']
831560,['Action']
555320,"['Casual', 'Indie']"
569860,"['Adventure', 'Indie']"
1437770,"['Action', 'Casual', 'Sports']"
465100,"['Adventure', 'Casual', 'Indie']"
39500,"['Action', 'RPG']"
252530,"['Casual', 'Simulation']"
267530,"['Action', 'Adventure']"
609490,"['Adventure', 'Indie']"
494230,"['Adventure', 'Casual', 'Indie', 'Simulation']"
219910,"['Adventure', 'Indie']"
12140,[]
503560,"['Casual', 'Indie', 'Simulation', 'Strategy']"
939400,"['Adventure', 'Indie', 'RPG', 'Simulation']"
905370,[]
574090,"['Action', 'Indie']"
539720,"['Casual', 'Indie', 'Racing']"
39630,['Action']
1621310,['RPG']
6880,['动作']
747340,"['Action', 'Adventure', 'Indie']"
1094520,"['Adventure', 'Indie', 'RPG', 'Strategy']"
402330,"['Action', 'Indie']"
524220,"['Action', 'RPG']"
359310,"['Action', 'Adventure', 'Indie', 'RPG']"
221810,['Adventure']
34010,"['Action', 'RPG']"
401680,"['Action', 'Indie']"
385730,"['Simulation', 'Sports']"
345430,"['Adventure', 'Indie']"
989690,['Strategy']
30,['Action']
1740000,[]
466560,"['Adventure', 'Indie', 'Simulation', 'Strategy']"
22120,"['Action', 'Adventure', 'Indie']"
15710,['Adventure']
253840,"['Action', 'Adventure', 'Indie']"
764790,"['Action', 'Indie']"
787740,['Simulation']
363890,"['RPG', 'Design & Illustration', 'Education', 'Web Publishing', 'Game Development']"
221910,"['Adventure', 'Indie']"
1162130,"['Adventure', 'Indie', 'RPG']"
304430,"['Action', 'Adventure', 'Indie']"
1150690,"['Adventure', 'Indie', 'RPG']"
7860,['Action']
434570,"['Action', 'Adventure', 'Casual']"
529590,"['Adventure', 'Casual', 'Indie']"
207320,"['Action', 'Adventure', 'RPG']"
213610,['Action']
1172450,"['Adventure', 'Casual', 'Indie', 'RPG']"
1435790,"['Adventure', 'Casual', 'Indie', 'Simulation']"
228200,"['Action', 'Strategy']"
674930,"['Indie', 'RPG', 'Simulation']"
1017180,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']"
357310,"['Indie', 'Simulation', 'Strategy']"
293780,"['Action', 'Indie', 'RPG']"
894940,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1472560,"['Adventure', 'Simulation']"
1674470,[]
1085660,"['Action', 'Adventure', 'Free To Play']"
601050,['Action']
285500,"['Action', 'Racing', 'RPG']"
1040070,"['Indie', 'RPG', 'Simulation', 'Strategy']"
1220010,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
253980,"['Action', 'RPG']"
555220,"['Adventure', 'Indie']"
3320,['Casual']
240760,"['Adventure', 'Indie', 'RPG', 'Strategy']"
500810,['RPG']
351100,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
360640,"['Casual', 'Strategy']"
8600,['Racing']
978300,"['Action', 'Adventure']"
576770,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']"
1232130,"['Action', 'Adventure', 'Indie']"
1547890,"['Simulation', 'Strategy']"
340490,['Indie']
457860,"['Adventure', 'Simulation']"
785170,['Video Production']
248610,"['Action', 'Indie', 'Simulation', 'Strategy']"
844850,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
1307550,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
962730,"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports']"
515040,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
598960,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
1735950,"['Adventure', 'Casual', 'Indie', 'RPG']"
7800,['Action']
682990,"['Action', 'Adventure', 'Indie', 'Simulation']"
506610,"['Action', 'Indie', 'Simulation']"
220700,"['Adventure', 'RPG', 'Design & Illustration', 'Education', 'Web Publishing', 'Game Development']"
1024650,"['Simulation', 'Strategy']"
594570,"['Ação', 'Estratégia']"
32340,['Adventure']
1807750,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
347620,"['Adventure', 'Casual', 'Indie', 'Simulation']"
17330,[]
4760,[]
204340,[]
370280,[]
382310,"['Indie', 'Simulation', 'Early Access']"
1038370,"['Indie', 'RPG', 'Strategy']"
809440,"['Indie', 'Strategy']"
1126290,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
373420,"['Adventure', 'Indie', 'RPG', 'Strategy']"
104900,"['Action', 'Adventure', 'Indie', 'RPG']"
33100,"['Action', 'Indie', 'RPG']"
236090,"['Action', 'Adventure', 'Indie', 'RPG']"
523160,"['Casual', 'Indie']"
9480,['Action']
1188930,"['Adventure', 'Indie', 'RPG', 'Strategy']"
1580150,"['Adventure', 'Casual', 'Indie']"
574050,"['Action', 'RPG']"
564230,"['Simulation', 'Sports']"
779330,"['Indie', 'Simulation', 'Strategy']"
730390,"['Action', 'Adventure', 'Indie']"
32370,"['Adventure', 'RPG']"
927350,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']"
431180,"['Indie', 'RPG', 'Simulation']"
454650,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']"
948740,['Adventure']
313740,['Indie']
877810,"['Adventure', 'Indie', 'RPG']"
1343670,"['Casual', 'Indie', 'Simulation']"
489630,['Strategy']
716490,"['Indie', 'Simulation']"
755980,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Sports', 'Strategy']"
71240,"['Simulation', 'Sports']"
720030,"['Casual', 'Indie']"
601430,"['Action', 'Adventure']"
1171310,"['Action', 'Adventure', 'Casual']"
592260,"['Design & Illustration', 'Early Access']"
1042800,"['Action', 'Adventure', 'Indie', 'RPG']"
1173820,['RPG']
809140,"['Indie', 'Simulation', 'Strategy']"
410110,"['Action', 'Indie']"
383270,"['Adventure', 'Indie']"
203140,['Action']
1119730,['Simulation']
485450,"['Casual', 'Indie', 'Strategy']"
444970,"['Audio Production', 'Utilities', 'Video Production', 'Game Development']"
232430,"['Adventure', 'Indie']"
232810,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
440,"['Action', 'Free To Play']"
948630,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1266840,"['Action', 'Adventure', 'Indie']"
517710,['Racing']
511090,"['Indie', 'Early Access']"
201810,['Action']
57400,"['Action', 'Adventure']"
1188680,"['Indie', 'Simulation', 'Strategy']"
1191630,['Adventure']
636450,"['Action', 'Casual', 'Indie']"
365590,"['Action', 'Adventure', 'RPG']"
1407420,"['Adventure', 'Indie']"
838310,['Action']
589590,"['Adventure', 'Indie']"
1238040,"['Action', 'Adventure', 'RPG']"
1184820,"['Adventure', 'Indie', 'RPG', 'Strategy']"
1144200,"['Action', 'Adventure', 'Indie']"
683320,"['Adventure', 'Indie']"
578330,['Action']
878580,"['Action', 'Indie']"
1177660,"['Adventure', 'Indie']"
416770,"['Casual', 'Indie']"
287700,"['Action', 'Adventure']"
753420,"['Action', 'Indie']"
