gameid,genres
637670,"['Action', 'RPG']"
17390,"['Action', 'Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']"
350910,"['Action', 'Indie']"
55110,['Action']
262450,"['Casual', 'Indie', 'Strategy']"
842910,"['Action', 'Adventure', 'Indie']"
9450,['Strategy']
927890,"['Casual', 'Indie', 'RPG', 'Simulation']"
1061880,"['Action', 'Adventure', 'Indie']"
318600,"['Action', 'Adventure', 'Indie']"
204240,"['Adventure', 'Casual', 'Indie', 'Strategy']"
312540,"['Action', 'Adventure', 'RPG']"
968250,"['Casual', 'Indie', 'Simulation']"
1886830,"['Adventure', 'RPG']"
939960,"['Action', 'Adventure']"
1244460,"['Simulation', 'Strategy']"
219190,"['Action', 'Indie']"
1012880,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
464360,"['Action', 'Adventure', 'Indie', 'Simulation']"
515260,"['Casual', 'Simulation']"
281220,['Action']
511680,['Action']
1072500,['Sports']
495280,['RPG']
494430,"['Action', 'Adventure', 'Indie', 'RPG']"
227400,[]
480650,[]
976890,"['Action', 'Adventure', 'Indie', 'Early Access']"
1180540,"['Casual', 'Indie', 'Strategy']"
1034860,"['Adventure', 'RPG']"
231140,['Simulation']
617480,"['Indie', 'RPG', 'Strategy']"
13250,['Action']
332200,"['Action', 'Adventure', 'Indie']"
292500,"['Action', 'Adventure', 'Indie']"
248170,"['Animation & Modeling', 'Education', 'Utilities', 'Web Publishing']"
842180,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1102190,['Strategy']
393380,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']"
264200,"['Action', 'Casual', 'Indie']"
359350,"['Adventure', 'Indie', 'Racing']"
253430,"['Action', 'Adventure', 'Indie']"
248310,"['Action', 'Indie']"
355980,"['Indie', 'Strategy']"
410340,"['Indie', 'Racing', 'Simulation', 'Sports']"
1060600,"['Action', 'Adventure', 'Casual', 'Indie']"
530890,"['Action', 'Indie']"
1123450,"['Adventure', 'Indie', 'RPG']"
252330,"['Action', 'Adventure', 'Indie']"
729040,"['Action', 'RPG']"
359230,"['Indie', 'Simulation', 'Strategy']"
747200,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
233130,"['Action', 'Adventure']"
1322650,"['Action', 'Adventure', 'Casual', 'Indie']"
1607280,['Casual']
783810,"['Action', 'Adventure', 'Indie', 'RPG']"
1265240,"['Casual', 'Indie', 'Strategy']"
224260,"['Action', 'Indie', 'Free To Play']"
401190,"['Action', 'Adventure', 'Indie', 'Simulation']"
1131400,"['Action', 'Indie', 'RPG']"
1659800,"['Casual', 'Indie']"
489360,"['Action', 'Adventure', 'Indie', 'Simulation']"
1310510,"['Indie', 'Early Access']"
253250,"['Indie', 'Simulation', 'Strategy']"
999020,"['Action', 'RPG']"
914020,"['Adventure', 'Indie']"
40980,"['Simulation', 'Strategy']"
724970,['RPG']
987150,"['Action', 'Indie', 'Simulation', 'Sports', 'Early Access']"
260160,"['Action', 'Adventure', 'Indie']"
287290,"['Action', 'Adventure']"
289090,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1020340,"['Action', 'Indie']"
1347780,['Action']
1038280,"['Adventure', 'Casual', 'Indie']"
307050,"['Adventure', 'Casual', 'Indie']"
1337010,"['Adventure', 'Casual']"
334120,"['Adventure', 'Indie']"
260730,"['Action', 'Strategy']"
20500,['Action']
487120,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
91900,"['Action', 'Racing']"
209270,"['Indie', 'Strategy']"
1468720,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
938560,"['Adventure', 'Indie']"
681660,"['Action', 'Adventure', 'Free To Play', 'Massively Multiplayer', 'RPG']"
31890,['Action']
324800,"['Action', 'Adventure']"
250620,"['Action', 'Adventure', 'Indie']"
1259970,['Sports']
13560,['Action']
1694600,['Action']
588690,"['Casual', 'Indie', 'Simulation']"
378660,['Adventure']
1689910,"['Adventure', 'Simulation']"
17300,['Action']
392580,"['Action', 'Indie', 'RPG', 'Strategy']"
1328660,"['Action', 'Racing']"
410890,['Adventure']
631900,"['Action', 'Adventure']"
230230,"['Adventure', 'Indie', 'RPG', 'Strategy']"
436520,"['Action', 'Free To Play', 'Indie', 'Massively Multiplayer']"
671800,"['Adventure', 'Casual', 'Indie', 'Strategy']"
596970,"['Adventure', 'Indie', 'RPG']"
1642580,"['Casual', 'Simulation']"
586200,['Action']
253110,"['Adventure', 'Indie']"
1018850,"['Adventure', 'Casual', 'Indie']"
393520,"['Action', 'Adventure', 'Indie']"
444640,"['Action', 'Free To Play', 'Strategy']"
47890,['Simulation']
419480,"['Action', 'RPG', 'Simulation', 'Strategy']"
49600,"['Action', 'Casual', 'Indie']"
419460,"['Adventure', 'Indie']"
1158370,"['Action', 'Indie']"
943980,"['Adventure', 'Indie', 'RPG']"
1005930,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
70300,"['Action', 'Indie']"
588040,"['Adventure', 'Casual', 'Indie']"
994280,['RPG']
911400,"['Action', 'Adventure']"
274290,"['Adventure', 'Indie']"
308173,"['Indie', 'Simulation', 'Strategy']"
24720,"['Action', 'Simulation']"
384110,"['Action', 'Adventure', 'Indie', 'RPG']"
8850,['Action']
311210,"['Action', 'Adventure']"
760060,"['RPG', 'Strategy']"
265830,"['Action', 'Adventure', 'Indie']"
1238820,['Action']
520600,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
250050,"['Action', 'Adventure', 'Casual', 'Indie']"
243800,"['Action', 'Racing', 'Sports']"
213330,"['Action', 'Adventure']"
201420,"['Adventure', 'Casual', 'Indie']"
1260810,"['Action', 'Adventure', 'Indie', 'RPG']"
473970,"['Action', 'Indie', 'Simulation', 'Strategy']"
837470,"['Action', 'Indie']"
467520,"['Simulation', 'Strategy']"
347940,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']"
464060,"['Action', 'Indie']"
1296830,"['Action', 'Adventure', 'Indie', 'RPG']"
1070580,"['Casual', 'Indie', 'Racing']"
728440,[]
1140270,"['Indie', 'Simulation']"
968350,"['Adventure', 'Indie']"
224440,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
2870,"['Action', 'Simulation']"
263620,"['Action', 'Indie']"
415420,"['Action', 'Casual']"
720250,"['Indie', 'Simulation', 'Strategy']"
1239520,"['Simulation', 'Sports', 'Strategy']"
611500,"['Action', 'Free To Play']"
311240,['Adventure']
1315980,"['Indie', 'Simulation', 'Strategy']"
748360,['Action']
1036740,"['Action', 'Indie', 'RPG']"
437160,"['Adventure', 'Indie']"
219640,"['Action', 'Indie']"
423230,"['Action', 'Indie']"
314020,"['Adventure', 'Casual', 'Indie']"
612470,"['Indie', 'Simulation', 'Strategy']"
853550,"['Casual', 'Indie', 'Simulation']"
779340,"['Action', 'Strategy']"
765870,['Adventure']
380,['Action']
543240,['Adventure']
492720,"['Simulation', 'Strategy']"
401810,"['Action', 'Adventure', 'Casual', 'Indie']"
94200,"['Action', 'Indie']"
1611910,"['RPG', 'Strategy']"
217200,['Strategy']
935270,"['Adventure', 'Casual', 'Indie', 'RPG']"
432350,"['Adventure', 'RPG', 'Strategy']"
629730,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
324510,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
541640,"['Action', 'Adventure']"
342560,"['Action', 'Indie', 'Strategy']"
438640,"['Action', 'Adventure']"
590380,"['Indie', 'RPG', 'Simulation', 'Strategy']"
405310,"['Action', 'Adventure']"
226860,['Strategy']
39650,"['Simulation', 'Strategy']"
203750,['Action']
314810,"['Adventure', 'Indie']"
952040,"['Indie', 'Simulation']"
102600,"['Action', 'Indie', 'Strategy']"
504210,"['Indie', 'Simulation']"
618740,"['Action', 'Casual', 'Indie']"
394690,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing']"
211420,"['Action', 'RPG']"
1139800,"['Casual', 'Indie']"
1121560,['RPG']
995460,"['Casual', 'Indie', 'Simulation']"
456750,"['Adventure', 'Indie']"
460920,"['Action', 'Sports']"
457570,"['Action', 'Adventure', 'Casual', 'Indie']"
9010,['Action']
209540,[]
1142710,"['Action', 'Strategy']"
732240,"['Indie', 'RPG', 'Simulation']"
887370,"['Action', 'Indie', 'RPG', 'Strategy']"
253900,"['Simulation', 'Strategy']"
792100,"['Indie', 'Simulation']"
1025250,"['Action', 'Indie']"
449610,[]
362930,[]
387990,[]
554310,[]
288160,"['Adventure', 'Indie']"
16720,['Action']
524580,"['Adventure', 'RPG']"
222420,['Action']
338140,"['Action', 'Adventure', 'Indie', 'RPG']"
270550,"['Action', 'Casual', 'Indie', 'Strategy']"
289300,"['Action', 'Simulation', 'Strategy']"
15390,['Action']
3920,['RPG']
270130,"['Adventure', 'Casual', 'Indie']"
949970,"['Adventure', 'Indie', 'RPG', 'Strategy']"
216130,"['Indie', 'Strategy']"
235600,"['Action', 'Adventure']"
48800,['Simulation']
387340,[]
635260,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']"
1137300,"['Action', 'Adventure']"
303210,"['Adventure', 'Indie']"
40390,['RPG']
503350,"['Action', 'Adventure', 'Indie', 'Strategy']"
255870,['Action']
552620,['RPG']
418030,"['Action', 'Early Access']"
1143810,"['Action', 'Adventure', 'Indie', 'RPG']"
7670,"['Action', 'RPG']"
976800,"['Action', 'Adventure', 'Free To Play', 'Massively Multiplayer', 'RPG', 'Early Access']"
239160,"['Action', 'Adventure']"
992640,"['Action', 'RPG']"
1248130,['Simulation']
22670,['Action']
253610,"['Action', 'Indie']"
1015140,"['Action', 'Indie', 'Strategy']"
223850,['Utilities']
452060,"['Action', 'Adventure', 'Indie']"
582010,['Action']
1073910,"['Casual', 'Indie', 'Simulation', 'Strategy']"
1142500,"['Action', 'Indie', 'Simulation']"
942970,"['Indie', 'RPG', 'Simulation']"
1172380,"['Action', 'Adventure']"
629840,"['Adventure', 'Indie']"
907650,"['Simulation', 'Strategy']"
235250,"['Casual', 'Indie', 'Strategy']"
611660,['RPG']
98800,"['Casual', 'Indie', 'RPG']"
228300,"['Action', 'Adventure']"
1052990,"['Adventure', 'Casual', 'Indie', 'Strategy']"
280790,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
1424980,"['Indie', 'Strategy']"
461950,"['Adventure', 'Indie', 'Simulation']"
1241510,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1189800,['Action']
651500,"['Action', 'Adventure', 'Casual', 'Indie']"
491950,"['Adventure', 'Indie', 'Simulation']"
246090,"['Indie', 'Simulation', 'Strategy']"
632470,['RPG']
742490,"['Casual', 'Indie', 'Strategy']"
1672970,"['Action', 'Adventure', 'RPG']"
200900,"['Action', 'Adventure', 'Indie']"
332310,[]
225080,"['Action', 'Adventure', 'Indie']"
388340,['Indie']
803050,"['Indie', 'Simulation', 'Strategy']"
17450,['RPG']
32800,"['Action', 'RPG']"
1755100,"['Adventure', 'Indie', 'Simulation']"
1677740,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Free To Play']"
638230,"['Adventure', 'Indie']"
33930,"['Action', 'Simulation', 'Strategy']"
91700,"['Action', 'Indie', 'RPG']"
787480,['Adventure']
675010,['Simulation']
364420,"['Action', 'Adventure', 'Indie', 'RPG']"
1361000,['Ação']
110800,"['Adventure', 'Strategy']"
218060,"['Action', 'Casual', 'Indie']"
559100,"['Action', 'RPG', 'Strategy']"
348670,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
384500,"['Action', 'Adventure', 'Indie', 'RPG']"
232790,"['Adventure', 'Casual', 'Indie']"
219830,"['Action', 'Free To Play', 'Indie']"
553520,['Simulation']
214360,"['Action', 'Indie', 'Strategy']"
239820,[]
1742610,['Strategy']
434650,"['Action', 'Adventure', 'Indie', 'RPG']"
1205960,"['Adventure', 'Casual', 'Indie']"
516750,"['Indie', 'Racing', 'Simulation']"
362490,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']"
658620,"['Adventure', 'Casual']"
330580,"['Action', 'Indie']"
1591520,['Action']
273030,"['Simulation', 'Sports', 'Strategy']"
289800,"['Adventure', 'Casual']"
229480,"['Action', 'Adventure', 'RPG']"
344770,['Indie']
320140,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']"
15080,"['Action', 'Adventure']"
219950,['Adventure']
269730,"['Simulation', 'Sports']"
1299120,"['Casual', 'RPG']"
277890,"['Action', 'Adventure', 'Indie']"
6080,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']"
967050,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
271240,"['Indie', 'Simulation', 'Strategy']"
1335560,"['Adventure', 'Indie']"
252690,"['Indie', 'RPG', 'Strategy']"
859680,"['Action', 'Casual', 'Indie', 'RPG']"
304650,"['Adventure', 'Indie', 'RPG']"
733990,"['Casual', 'Simulation']"
19830,['Action']
1173770,['RPG']
1069740,"['Action', 'Adventure', 'Indie', 'Early Access']"
1272160,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
422970,"['Action', 'Indie']"
568440,"['Action', 'Adventure', 'Casual', 'Indie']"
221540,"['Indie', 'Strategy']"
412170,"['Adventure', 'Indie', 'RPG', 'Strategy']"
378860,['Racing']
1415660,"['Indie', 'Simulation']"
300820,"['Action', 'Adventure']"
287390,['Action']
570770,['RPG']
785740,"['Adventure', 'Indie', 'Strategy']"
560130,['RPG']
6830,['Strategy']
272230,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
1032430,"['Action', 'Early Access']"
1911390,"['Action', 'Indie', 'Racing', 'Free To Play']"
538680,['RPG']
432010,"['Casual', 'Indie', 'RPG', 'Simulation']"
1577320,"['Adventure', 'Indie', 'Massively Multiplayer']"
646270,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1546010,"['Adventure', 'Indie', 'RPG']"
1151640,"['Action', 'Adventure', 'RPG']"
214560,"['Action', 'Adventure', 'Indie']"
287600,"['Adventure', 'Casual', 'Indie', 'Simulation']"
469790,"['Action', 'Adventure', 'Casual', 'Indie']"
354380,"['Action', 'Adventure']"
579490,"['Adventure', 'Casual']"
262060,"['Indie', 'RPG', 'Strategy']"
558990,"['Indie', 'Simulation']"
1268530,"['Action', 'Indie', 'Simulation']"
607880,['RPG']
41050,"['Action', 'Indie']"
593640,"['Adventure', 'Casual', 'Indie']"
500,['Action']
285800,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
1385380,"['Adventure', 'Indie', 'RPG', 'Strategy']"
39550,"['RPG', 'Strategy']"
617290,"['Action', 'Adventure', 'RPG']"
242760,"['Action', 'Adventure', 'Indie', 'Simulation']"
1244950,"['Action', 'Adventure']"
1046030,"['Casual', 'Indie', 'Strategy']"
848480,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
692850,"['Action', 'Adventure', 'RPG']"
204360,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
28000,['Action']
299720,"['Casual', 'Indie', 'Strategy']"
249870,"['Action', 'Adventure', 'Casual', 'Strategy']"
1004240,"['Casual', 'Indie', 'RPG', 'Simulation']"
696170,['Action']
952060,['Action']
316720,['Casual']
996580,"['Action', 'Adventure']"
751630,"['Action', 'Adventure']"
214950,['Strategy']
389040,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
242050,"['Action', 'Adventure']"
33680,['Indie']
304390,['Action']
253880,['Strategy']
658560,"['Casual', 'Indie']"
1158940,"['Action', 'Adventure', 'Casual', 'Indie']"
1458560,"['Adventure', 'Indie']"
1028630,['Sports']
1359650,"['Action', 'Adventure']"
978780,"['Casual', 'RPG', 'Simulation']"
584640,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']"
376730,"['Action', 'Indie']"
610360,"['Casual', 'Indie']"
510500,"['Action', 'Indie', 'Strategy']"
1089090,['Action']
774181,"['Indie', 'Early Access']"
332800,['Indie']
1399370,[]
322330,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
7200,['Racing']
40100,['Strategy']
12110,['Action']
678900,"['Adventure', 'Casual', 'RPG', 'Simulation']"
880950,['Adventure']
17480,"['Action', 'Strategy']"
1155880,"['Indie', 'Simulation', 'Strategy']"
409720,"['Action', 'RPG']"
601380,"['Action', 'Adventure', 'Indie', 'Early Access']"
306660,"['Indie', 'Simulation', 'Strategy']"
798460,"['Action', 'Adventure', 'RPG']"
98400,"['Action', 'Indie']"
596000,"['Adventure', 'Indie']"
722560,['Action']
887820,"['Action', 'Adventure', 'Indie']"
233720,"['Action', 'Indie', 'Simulation']"
224960,"['Action', 'Adventure']"
1109570,"['Adventure', 'Indie', 'RPG', 'Strategy']"
274940,"['Action', 'Indie']"
785260,['Racing']
762830,"['Adventure', 'Indie', 'Simulation']"
282760,"['Casual', 'Indie']"
879510,[]
593200,"['Adventure', 'Indie']"
366320,"['Adventure', 'Indie']"
628670,"['Action', 'Adventure', 'Indie', 'RPG']"
552990,"['Action', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']"
997010,['Simulation']
236690,"['Sports', 'Strategy']"
207170,"['Adventure', 'Indie', 'RPG']"
268050,['Action']
332260,['Racing']
620,"['Action', 'Adventure']"
251870,[]
233290,[]
280360,[]
780670,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
648350,"['Simulation', 'Strategy']"
1141550,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']"
359870,['RPG']
365360,"['RPG', 'Simulation', 'Strategy']"
405830,"['Action', 'Adventure']"
1354230,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
772430,"['Adventure', 'Casual', 'Indie', 'RPG']"
495560,"['Indie', 'Simulation', 'Strategy']"
1135830,"['Indie', 'RPG']"
1442820,['Action']
375200,"['Casual', 'Indie']"
394230,['Action']
578080,"['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']"
329430,"['Action', 'RPG', 'Simulation']"
205990,['Strategy']
637090,"['Action', 'Adventure', 'Strategy']"
948900,"['Casual', 'Indie']"
314650,"['Casual', 'Indie', 'Simulation', 'Early Access']"
441550,['Strategy']
784150,"['Simulation', 'Strategy']"
1107790,['Adventure']
11040,"['Adventure', 'RPG']"
1511460,"['Indie', 'Simulation', 'Strategy']"
1089350,"['Simulation', 'Sports']"
913550,"['Action', 'Adventure', 'Indie']"
332500,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
291010,"['Action', 'Adventure', 'Indie']"
601530,"['Adventure', 'Casual', 'Indie']"
527230,"['Adventure', 'Indie', 'RPG', 'Strategy']"
49540,['Action']
872790,"['Simulation', 'Sports']"
413150,"['Indie', 'RPG', 'Simulation']"
562860,"['Action', 'Indie']"
270450,"['Action', 'Indie', 'Sports']"
970830,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
808080,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']"
1259840,"['Adventure', 'Indie', 'Strategy']"
80350,"['Adventure', 'Indie']"
1843760,"['Casual', 'Strategy']"
225300,"['Action', 'Adventure']"
318130,"['Indie', 'RPG']"
233610,"['Action', 'Indie', 'Racing']"
329130,"['Action', 'Indie', 'Strategy']"
8930,['Strategy']
333980,"['Action', 'Adventure', 'Casual', 'RPG']"
1229380,"['Action', 'Adventure', 'Indie', 'RPG']"
629520,"['Audio Production', 'Utilities']"
379720,['Action']
427030,['RPG']
1172470,"['Action', 'Adventure', 'Free To Play']"
846030,"['Action', 'Indie', 'Simulation']"
461840,"['Casual', 'Indie']"
1145340,"['Indie', 'Simulation', 'Strategy']"
3270,['Action']
543900,"['Action', 'Adventure', 'Strategy']"
45750,[]
825310,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']"
665090,"['Action', 'Adventure', 'Indie', 'RPG']"
966610,"['Utilities', 'Video Production', 'Web Publishing', 'Game Development']"
8190,"['Action', 'Adventure']"
382140,"['Adventure', 'Indie', 'Simulation']"
321870,"['Adventure', 'Indie']"
434420,"['Action', 'Adventure', 'Indie', 'RPG']"
1163140,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
42700,['Action']
1919460,"['Action', 'Casual']"
1201840,"['Action', 'Adventure', 'Indie', 'Simulation']"
996770,"['Action', 'Casual', 'Indie', 'Simulation']"
311560,"['Action', 'Adventure']"
300570,"['Indie', 'Simulation']"
1571440,"['Action', 'Adventure', 'Indie']"
730820,['Adventure']
742250,"['Adventure', 'Indie']"
1012560,"['Action', 'Casual', 'Indie']"
1416240,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
1212620,"['Casual', 'Indie', 'RPG', 'Simulation']"
759940,['Indie']
228760,"['Racing', 'Sports']"
1288310,['Indie']
251630,['Indie']
240720,['Action']
231330,"['Action', 'Adventure']"
412020,['Action']
800270,['Strategy']
63380,['Action']
559650,"['Action', 'Casual', 'Indie']"
1069230,"['Adventure', 'Casual']"
338390,"['Action', 'RPG']"
761030,"['Adventure', 'Indie', 'RPG', 'Strategy']"
221020,"['Indie', 'RPG', 'Simulation', 'Strategy']"
1301210,"['Action', 'Adventure', 'Free To Play', 'Indie', 'Sports']"
1786790,"['Adventure', 'Indie', 'RPG']"
438740,['Action']
576310,"['Adventure', 'Casual', 'Indie', 'Simulation']"
466810,"['Adventure', 'Casual', 'Indie']"
1162520,"['Casual', 'Strategy']"
55100,[]
455980,"['Indie', 'Simulation', 'Strategy']"
320240,"['Action', 'Adventure', 'Indie']"
1293160,['Adventure']
319910,"['Action', 'Adventure', 'Indie']"
1697700,"['Adventure', 'Casual', 'Indie', 'RPG']"
688420,"['Action', 'Indie', 'Simulation']"
799640,"['Action', 'Adventure', 'Indie', 'RPG']"
237990,"['Indie', 'RPG', 'Strategy']"
386990,"['Indie', 'Simulation']"
471550,"['Action', 'RPG']"
324680,['Strategy']
435530,"['Action', 'Adventure', 'Indie']"
427660,"['Adventure', 'Indie']"
504770,"['Action', 'Indie', 'Simulation']"
1502990,[]
389510,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']"
933820,"['Indie', 'Simulation', 'Strategy']"
1476520,"['Action', 'Adventure', 'Casual', 'Indie']"
397270,['Adventure']
252410,"['Action', 'Adventure', 'Indie']"
1510030,"['Adventure', 'Casual', 'Simulation']"
65930,['Action']
1229900,"['Casual', 'Indie', 'RPG', 'Strategy']"
333600,"['Casual', 'Indie']"
345260,"['Action', 'Strategy']"
271590,"['Action', 'Adventure']"
1072420,"['Action', 'Adventure', 'RPG']"
283640,"['Action', 'Indie', 'RPG']"
17440,['Simulation']
341870,"['Action', 'Adventure', 'Indie']"
55140,['Racing']
22180,"['Action', 'Adventure', 'Indie']"
557340,"['Action', 'Indie']"
813780,['Strategy']
1424330,"['Casual', 'Indie', 'Simulation']"
548570,['Action']
463220,"['Action', 'Adventure', 'Indie']"
251770,['Action']
704210,[]
840140,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']"
382110,['Utilities']
1170950,"['Action', 'Indie', 'Massively Multiplayer', 'RPG']"
304240,"['Action', 'Adventure']"
236730,"['Action', 'Indie', 'Strategy']"
1238880,['Action']
1504570,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
496890,"['Adventure', 'Indie']"
477160,"['Adventure', 'Casual', 'Indie', 'Simulation']"
206440,"['Adventure', 'Indie', 'RPG']"
1519350,"['Casual', 'Simulation', 'Sports', 'Strategy']"
1169040,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
255220,"['Racing', 'Sports']"
403640,['Action']
1211020,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']"
579940,['Strategy']
416600,"['Action', 'Adventure', 'Indie', 'RPG']"
481110,"['Adventure', 'Indie']"
8400,['Casual']
1483870,"['Casual', 'Indie']"
1584090,"['Casual', 'Indie', 'RPG', 'Simulation']"
363970,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Free To Play']"
1792250,"['Action', 'Adventure']"
17710,"['Action', 'Strategy']"
237350,"['Indie', 'Sports', 'Strategy']"
865540,"['Casual', 'Indie', 'Simulation']"
204300,"['Action', 'Indie', 'Strategy']"
1128000,"['Adventure', 'Indie', 'RPG']"
1450830,"['Action', 'Indie', 'RPG', 'Strategy']"
1214330,"['Indie', 'Massively Multiplayer', 'RPG', 'Strategy']"
920210,"['Action', 'Adventure']"
292030,['RPG']
266210,"['Indie', 'RPG']"
35480,"['Casual', 'Indie', 'Strategy']"
1066260,"['Action', 'Adventure', 'Casual', 'Indie', 'Sports']"
281940,"['Action', 'Adventure', 'Indie']"
914800,"['Adventure', 'Casual', 'Indie']"
1209490,"['Action', 'Adventure', 'Indie']"
1042780,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
965580,"['Indie', 'Simulation', 'Strategy']"
984780,"['Racing', 'Simulation', 'Sports']"
307880,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']"
1062160,"['Indie', 'Simulation']"
360740,"['Action', 'Adventure', 'Indie']"
1058020,['Action']
477870,"['Adventure', 'Strategy']"
1037020,"['Action', 'Adventure', 'Indie']"
9050,['Action']
257350,"['Adventure', 'RPG']"
701930,"['Adventure', 'Casual', 'Indie', 'Simulation']"
214190,['Action']
418040,"['Casual', 'Indie']"
1097580,"['Adventure', 'Indie', 'Simulation']"
12130,['Action']
953840,"['Adventure', 'Simulation']"
1388590,"['Action', 'Adventure']"
328080,"['Indie', 'Simulation', 'Strategy']"
543460,['Action']
466500,['Indie']
521890,"['Adventure', 'Indie', 'Strategy']"
418530,"['Action', 'Indie']"
366910,"['Indie', 'RPG', 'Simulation', 'Strategy']"
403700,['Action']
289070,['Strategy']
313010,['Simulation']
400660,"['Action', 'Adventure', 'RPG', 'Strategy']"
337320,"['Action', 'Indie']"
1788100,['Adventure']
427470,"['Indie', 'Simulation', 'Strategy']"
270050,"['Adventure', 'Indie', 'RPG']"
231200,"['Adventure', 'Indie']"
4570,['Strategy']
409100,['Indie']
582550,"['Casual', 'Indie', 'Simulation']"
860890,"['Indie', 'Simulation', 'Strategy']"
1640,[]
774861,[]
465240,[]
242920,[]
234670,"['Action', 'Adventure']"
558420,"['Adventure', 'Indie']"
783120,['Adventure']
228400,"['Action', 'Simulation']"
1104280,"['Action', 'Adventure', 'Indie', 'RPG']"
65780,"['Action', 'Simulation', 'Strategy']"
297000,"['RPG', 'Strategy']"
374320,['Action']
1611600,"['Action', 'Indie', 'Simulation', 'Strategy']"
743890,['Action']
531510,"['Action', 'Indie']"
833360,"['Action', 'Indie', 'RPG']"
1250060,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1089980,"['Adventure', 'Casual', 'Indie']"
290770,"['Action', 'Adventure', 'Indie']"
365820,['Strategy']
1250760,"['Adventure', 'Casual', 'Indie', 'RPG']"
648410,['RPG']
1092790,"['Adventure', 'Indie', 'Strategy']"
287980,"['Indie', 'Simulation', 'Strategy']"
938220,"['Action', 'Casual', 'Racing']"
943260,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
879160,"['Action', 'Free To Play', 'Massively Multiplayer']"
384300,"['Design & Illustration', 'Utilities']"
711660,"['Adventure', 'Casual', 'Indie']"
405820,"['Action', 'Adventure']"
204630,"['Action', 'Adventure', 'Indie', 'Racing']"
418620,"['Action', 'Casual', 'Indie']"
6030,['Action']
40960,"['Simulation', 'Strategy']"
205190,"['Casual', 'Simulation']"
363130,[]
435400,"['Adventure', 'Casual', 'Indie']"
